Fractal Audio,Ultra,Volumes,Input Volume,Controls input volume level,10,,0,127,,,,,0-based,Factory default MIDI CC setting,0-127: Volume level
Fractal Audio,Ultra,Volumes,Out1 Volume,Controls output 1 volume level,11,,0,127,,,,,0-based,Factory default MIDI CC setting,0-127: Volume level
Fractal Audio,Ultra,Volumes,Out2 Volume,Controls output 2 volume level,12,,0,127,,,,,0-based,Factory default MIDI CC setting,0-127: Volume level
Fractal Audio,Ultra,Global,Bypass,Bypasses the entire unit,13,,0,127,,,,,0-based,Factory default MIDI CC setting,0-63: Active; 64-127: Bypassed
Fractal Audio,Ultra,Global,Tap Tempo,Sets tempo via tap function,14,,0,127,,,,,0-based,Factory default MIDI CC setting,Any value triggers tap
Fractal Audio,Ultra,Global,Tuner,Activates the tuner function,15,,0,127,,,,,0-based,Factory default MIDI CC setting,0-63: Off; 64-127: On
Fractal Audio,Ultra,External,External 1,Controls external parameter 1,16,,0,127,,,,,0-based,Factory default MIDI CC setting,0-127: Parameter value
Fractal Audio,Ultra,External,External 2,Controls external parameter 2,17,,0,127,,,,,0-based,Factory default MIDI CC setting,0-127: Parameter value
Fractal Audio,Ultra,External,External 3,Controls external parameter 3,18,,0,127,,,,,0-based,Factory default MIDI CC setting,0-127: Parameter value
Fractal Audio,Ultra,External,External 4,Controls external parameter 4,19,,0,127,,,,,0-based,Factory default MIDI CC setting,0-127: Parameter value
Fractal Audio,Ultra,External,External 5,Controls external parameter 5,20,,0,127,,,,,0-based,Factory default MIDI CC setting,0-127: Parameter value
Fractal Audio,Ultra,External,External 6,Controls external parameter 6,21,,0,127,,,,,0-based,Factory default MIDI CC setting,0-127: Parameter value
Fractal Audio,Ultra,External,External 7,Controls external parameter 7,22,,0,127,,,,,0-based,Factory default MIDI CC setting,0-127: Parameter value
Fractal Audio,Ultra,External,External 8,Controls external parameter 8,23,,0,127,,,,,0-based,Factory default MIDI CC setting,0-127: Parameter value
Fractal Audio,Ultra,Looper,Looper 1 Record,Activates looper 1 record function,24,,0,127,,,,,0-based,Factory default MIDI CC setting,0-63: Off; 64-127: On
Fractal Audio,Ultra,Looper,Looper 1 Play,Activates looper 1 playback,25,,0,127,,,,,0-based,Factory default MIDI CC setting,0-63: Off; 64-127: On
Fractal Audio,Ultra,Looper,Looper 1 Once,Plays looper 1 once then stops,26,,0,127,,,,,0-based,Factory default MIDI CC setting,0-63: Off; 64-127: On
Fractal Audio,Ultra,Looper,Looper 1 Dub,Activates looper 1 overdub function,27,,0,127,,,,,0-based,Factory default MIDI CC setting,0-63: Off; 64-127: On
Fractal Audio,Ultra,Looper,Looper 1 Reverse,Reverses looper 1 playback direction,28,,0,127,,,,,0-based,Factory default MIDI CC setting,0-63: Off; 64-127: On
Fractal Audio,Ultra,Looper,Looper 2 Record,Activates looper 2 record function,29,,0,127,,,,,0-based,Factory default MIDI CC setting,0-63: Off; 64-127: On
Fractal Audio,Ultra,Looper,Looper 2 Play,Activates looper 2 playback,30,,0,127,,,,,0-based,Factory default MIDI CC setting,0-63: Off; 64-127: On
Fractal Audio,Ultra,Looper,Looper 2 Once,Plays looper 2 once then stops,31,,0,127,,,,,0-based,Factory default MIDI CC setting,0-63: Off; 64-127: On
Fractal Audio,Ultra,Looper,Looper 2 Dub,Activates looper 2 overdub function,32,,0,127,,,,,0-based,Factory default MIDI CC setting,0-63: Off; 64-127: On
Fractal Audio,Ultra,Looper,Looper 2 Reverse,Reverses looper 2 playback direction,33,,0,127,,,,,0-based,Factory default MIDI CC setting,0-63: Off; 64-127: On
Fractal Audio,Ultra,Global,Global Bypass,Bypasses all effects,34,,0,127,,,,,0-based,Factory default MIDI CC setting,0-63: Active; 64-127: Bypassed
Fractal Audio,Ultra,Volumes,Volume Increment,Increments the volume level,35,,0,127,,,,,0-based,Factory default MIDI CC setting,Any value increments volume
Fractal Audio,Ultra,Volumes,Volume Decrement,Decrements the volume level,36,,0,127,,,,,0-based,Factory default MIDI CC setting,Any value decrements volume
Fractal Audio,Ultra,Effects Bypass,Amp 1 Bypass,Bypasses the amp 1 block,37,,0,127,,,,,0-based,Factory default MIDI CC setting,0-63: Active; 64-127: Bypassed
