manufacturer,device,section,parameter_name,parameter_description,cc_msb,cc_lsb,cc_min_value,cc_max_value,nrpn_msb,nrpn_lsb,nrpn_min_value,nrpn_max_value,orientation,notes
KORG,volca keys,General,Portamento,,5,,0,127,,,,,0-based,
KORG,volca keys,General,Expression,,11,,0,127,,,,,0-based,
KORG,volca keys,General,Voice,,40,,0,127,,,,,0-based,
KORG,volca keys,General,Octave,,41,,0,127,,,,,0-based,
KORG,volca keys,General,Detune,,42,,0,127,,,,,0-based,
KORG,volca keys,VCO,VCO EG intensity,,43,,0,127,,,,,0-based,
KORG,volca keys,VCO,EG attack,,44,,0,127,,,,,0-based,
KORG,volca keys,VCO,EG decay/release,,45,,0,127,,,,,0-based,
KORG,volca keys,VCO,EG sustain,,46,,0,127,,,,,0-based,
KORG,volca keys,VCF,Cutoff,,47,,0,127,,,,,0-based,
KORG,volca keys,VCF,VCF EG intensity,,48,,0,127,,,,,0-based,
KORG,volca keys,LFO,LFO rate,,49,,0,127,,,,,0-based,
KORG,volca keys,LFO,LFO pitch intensity,,50,,0,127,,,,,0-based,
KORG,volca keys,LFO,LFO cutoff intensity,,51,,0,127,,,,,0-based,
KORG,volca keys,Delay,Delay time,,52,,0,127,,,,,0-based,
KORG,volca keys,Delay,Delay feedback,,53,,0,127,,,,,0-based,
