manufacturer,device,section,parameter_name,parameter_description,cc_msb,cc_lsb,cc_min_value,cc_max_value,nrpn_msb,nrpn_lsb,nrpn_min_value,nrpn_max_value,orientation,notes,usage
Line 6,M5 Stompbox Modeler,Global / Control,Bypass,Effect bypass / engage.,11,,0,127,,,,,0-based,,0-63: Bypass; 64-127: On
Line 6,M5 Stompbox Modeler,Global / Control,Tap Tempo,Tap tempo trigger.,64,,0,127,,,,,0-based,Edge-triggered on values ≥64,0-63: No action; 64-127: Tap
Line 6,M5 Stompbox Modeler,Global / Control,Expression Pedal,Expression value (heel→toe).,1,,0,127,,,,,0-based,,0~127: Expression position
Line 6,M5 Stompbox Modeler,Global / Control,Tuner Mode,Enter/Exit Tuner.,69,,0,127,,,,,0-based,,0-63: Exit; 64-127: Enter
