manufacturer,device,section,sound_name,sound_description,midi_channel,note_number_min_value,note_number_max_value,note_number_default_value,comments,velocity_usage
Jomox,MBase 11,Split Mode 1 (SM1),Bass Drum,"Played only by note C1, at the internally stored pitch.",basic,36,36,36,,1~127: Volume
Jomox,MBase 11,Split Mode 2 (SM2),Bass Drum,"Played across the keyboard, the note number varying the pitch.",basic,36,77,36,,1~127: Volume
