manufacturer,device,section,parameter_name,parameter_description,cc_msb,cc_lsb,cc_min_value,cc_max_value,nrpn_msb,nrpn_lsb,nrpn_min_value,nrpn_max_value,orientation,notes,usage
Yamaha,reface CS,General,Portamento,,20,,0,127,,,,,0-based,,0: Polyphonic; 1~127: Mono with portamento time
Yamaha,reface CS,LFO,LFO assign,,78,,0,127,,,,,0-based,,0-25: Off; 26-51: Amp; 52-76: Filter; 77-102: Pitch; 103-127: Oscillator
Yamaha,reface CS,LFO,LFO depth,,77,,0,127,,,,,0-based,
Yamaha,reface CS,LFO,LFO speed,,76,,0,127,,,,,0-based,
Yamaha,reface CS,Oscillator,Oscillator type,,80,,0,127,,,,,0-based,,0-25: Multi-saw; 26-51: Pulse; 52-76: Oscillator sync; 77-102: Ring modulation; 103-127: Frequency modulation
Yamaha,reface CS,Oscillator,Oscillator texture,,81,,0,127,,,,,0-based,
Yamaha,reface CS,Oscillator,Oscillator mod,,82,,0,127,,,,,0-based,
Yamaha,reface CS,Filter,Filter cutoff,,74,,0,127,,,,,0-based,
Yamaha,reface CS,Filter,Filter resonance,,71,,0,127,,,,,0-based,
Yamaha,reface CS,Envelope generator,EG FEG-AEG balance,,83,,0,127,,,,,0-based,
Yamaha,reface CS,Envelope generator,EG attack time,,73,,0,127,,,,,0-based,
Yamaha,reface CS,Envelope generator,EG decay time,,75,,0,127,,,,,0-based,
Yamaha,reface CS,Envelope generator,EG sustain level,,79,,0,127,,,,,0-based,
Yamaha,reface CS,Envelope generator,EG release time,,72,,0,127,,,,,0-based,
Yamaha,reface CS,Effect,Effect type,,17,,0,127,,,,,0-based,,0-25: Distortion; 26-51: Chorus/flange; 52-76: Phaser; 77-102: Delay; 103-127: Off
Yamaha,reface CS,Effect,Effect depth,,18,,0,127,,,,,0-based,
Yamaha,reface CS,Effect,Effect rate,,19,,0,127,,,,,0-based,,
